,X,Y,nama,kode_rs,tempat_tidur,lat,lon,alamat,tipe,wilayah,city
256,104.181004,-4.139831,RS SANTO ANTONIO BATURAJA,1601035,66,-4.139831,104.181004,"JL. GARUDA KM.3 NO.3, TJ. BARU, KEC. BATURAJA TIMUR, KABUPATEN OGAN KOMERING ULU, SUMATERA SELATAN 32126",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,OGAN KOMERING ULU
386,104.7486392,-2.955951968,RS HERMINA PALEMBANG,1671325,172,-2.955951968,104.7486392,JL. BASUKI RAHMAT NO 897 RT 897 RT 11 RW 003 PALEMBANG,RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
86,104.751958,-3.033712,RS IBU DAN ANAK KADER BANGSA PALEMBANG,1671346,50,-3.033712,104.751958,JL. KI. MEROGAN NO. 446 RT. 08 RW. 02 KERTAPATI PALEMBANG 30258,RS,SUMATERA SELATAN,KOTA PALEMBANG
372,104.633958,-4.112492,RS ISLAM AT-TAQWA GUMAWANG,1609012,81,-4.112492,104.633958,"JL.INSPEKSI IRIGASI KOMERING, TANAH MERAH, KEC. BELITANG MADANG RAYA",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR
679,103.538,-3.79,RS UMUM DAERAH LAHAT,1604016,172,-3.79,103.538,JL. LETJEND HARUN SOHAR NO.28,RS_RUJUKAN_NASIONAL,SUMATERA SELATAN,LAHAT
973,103.679792,-2.073867,RS UMUM DAERAH BAYUNG LINCIR,1606032,55,-2.073867,103.679792,"JL. RAYA JL. PALEMBANG - JAMBI NO.KM, SIMPANG BAYAT, KEC. BAYUNG LENCIR, KABUPATEN MUSI BANYUASIN, SUMATERA SELATAN 30756",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,MUSI BANYUASIN
976,104.374547,-2.869508,RS UMUM DAERAH BANYUASIN,1607012,93,-2.869508,104.374547,"JL. PALEMBANG BETUNG, KM. 48, SETERIO, KEDONDONG RAYE, KEC. BANYUASIN III, KABUPATEN BANYU ASIN, SUMATERA SELATAN 30912",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,BANYUASIN
678,104.734429,-2.9892094650000094,RS UMUM DAERAH SITI FATIMAH PROVINSI SUMATERA SELATAN,1671347,181,-2.989209465,104.734429,JL. KOL. H. BURLIAN KM 6,RS_RUJUKAN_NASIONAL,SUMATERA SELATAN,KOTA PALEMBANG
979,103.856958,-2.891164,RS UMUM DAERAH SEKAYU,1606011,219,-2.891164,103.856958,"JL. KOL. WAHID UDIN NO.I, KAYU ARA, SEKAYU, KABUPATEN MUSI BANYUASIN, SUMATERA SELATAN 30711",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,BANYUASIN
411,104.352918,-4.374612,RS UMUM DAERAH MARTAPURA,1609011,50,-4.374612,104.352918,"JL. ADI WIYATA SIMPANG LENGOT NO.DESA, KOTA BARU SEL., MARTAPURA, KABUPATEN OGAN KOMERING ULU TIMUR, SUMATERA SELATAN 32381",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR
898,104.790562,-3.0341560000000003,RS HERMINA OPI JAKABARING,1607014,43,-3.0341560000000003,104.790562,"JL. GUBERNUR H. A BASTARI NO.16, SUNGAI KEDUKAN, KEC. RAMBUTAN, KOTA PALEMBANG, SUMATERA SELATAN 30257",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,BANYUASIN
245,104.648705,-4.078475,RS UMUM DAERAH OGAN KOMERING ULU TIMUR,1609083,120,-4.078475,104.648705,"TULUS AYU, BELITANG MADANG RAYA, TULUS AYU, BELITANG MADANG RAYA, KABUPATEN OGAN KOMERING ULU TIMUR, SUMATERA SELATAN 32382",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR
409,104.768294,-3.010647,RS UMUM DAERAH PALEMBANG BARI,1671265,223,-3.010647,104.768294,"JL. PANCA USAHA NO.1, 5 ULU, KECAMATAN SEBERANG ULU I, KOTA PALEMBANG, SUMATERA SELATAN 30254",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
406,104.750473,-2.990023,RS KHUSUS PARU PALEMBANG,1671312,31,-2.990023,104.750473,"JL. MERDEKA NO.10, TALANG SEMUT, KEC. BUKIT KECIL, KOTA PALEMBANG, SUMATERA SELATAN 30126",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
220,104.559638,-3.21516,RS UMUM DAERAH KABUPATEN OGAN ILIR,1610003,50,-3.21516,104.559638,"SAKATIGA SEBERANG, KEC. INDRALAYA, KABUPATEN OGAN ILIR, SUMATERA SELATAN 30815",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,OGAN ILIR
242,103.783192,-3.76344,RS UMUM BUKIT ASAM MEDIKA,1603030,82,-3.76344,103.783192,"JL. RAYA BUKIT ASAM, TJ. ENIM, KEC. MUARA ENIM, KABUPATEN MUARA ENIM, SUMATERA SELATAN 31716",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,MUARA ENIM
243,104.277252,-3.400781,RS UMUM DAERAH KOTA PRABUMULIH,1672015,148,-3.400781,104.277252,"JALAN LINGKAR, GUNUNG IBUL, PRABUMULIH TIMUR, GN. IBUL, KEC. PRABUMULIH TIM., KOTA PRABUMULIH, SUMATERA SELATAN 31146",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PRABUMULIH
216,104.737514,-2.9590650000000003,RS BHAYANGKARA PALEMBANG,1671331,81,-2.9590650000000003,104.737514,"JL. JEND. SUDIRMAN NO.KM 4, RW.5, ARIO KEMUNING, KEC. KEMUNING, KOTA PALEMBANG, SUMATERA SELATAN",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
248,110.242531,-7.753707,RS UMUM PANTI BHAKTININGSIH,1609046,107,-7.753707,110.242531,"JL. GODEAN-GEDONGAN, KLEPU, SENDANGMULYO, KEC. MINGGIR, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55562",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR
142,102.892544,-3.279503,RS IBU DAN ANAK ANANDA LUBUK LINGGAU,1674007,18,-3.279503,102.892544,"BATU URIP TABA, LUBUK LINGGAU TIMUR I, LUBUKLINGGAU CITY, SOUTH SUMATRA 31625",RS,SUMATERA SELATAN,KOTA LUBUKLINGGAU
369,104.776558,-2.996107,RS MUHAMMADIYAH PALEMBANG,1671301,194,-2.996107,104.776558,"JL. JENDERAL AHMAD YANI NO.13, 13 ULU, KEC. SEBERANG ULU II, KOTA PALEMBANG, SUMATERA SELATAN 30263",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PALEMBANG
736,104.824986,-3.4078730000000004,RS UMUM DAERAH KAYUAGUNG,1602014,235,-3.4078730000000004,104.824986,"JL. LINTAS TIMUR LAMPUNG - PALEMBANG, JUA JUA, KEC. KAYU AGUNG, KABUPATEN OGAN KOMERING ILIR, SUMATERA SELATAN 30867",RS_RUJUKAN_NASIONAL,SUMATERA SELATAN,OGAN KOMERING ILIR
992,103.252094,-4.0097559999999985,RS UMUM DAERAH BASEMAH KOTA PAGAR ALAM,1673031,125,-4.0097559999999985,103.252094,"ALUN DUA, PAGAR ALAM UTARA, KOTA PAGAR ALAM, SUMATERA SELATAN 31518",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PAGAR ALAM
244,104.226215,-3.434912,RS PERTAMINA KOTA PRABUMULIH,1672026,78,-3.434912,104.226215,"JL. KESEHATAN RAYA NO.100, MUNTANG TAPUS, PRABUMULIH BAR., KOTA PRABUMULIH, SUMATERA SELATAN 31122",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,KOTA PRABUMULIH
985,102.900337,-2.69795,RS UMUM DAERAH RUPIT KABUPATEN MUSI RAWAS UTARA,1605043,52,-2.69795,102.900337,"JL. KESEHATAN NO NO.01, LAWANG AGUNG, RUPIT, MUSI RAWAS UTARA, SUMATERA SELATAN 31654",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,MUSI RAWAS UTARA
249,104.167035,-4.123919,RS UMUM DAERAH DR. IBNU SUTOWO BATURAJA,1601013,141,-4.123919,104.167035,"JL. DR. M. HATTA NO.1, BATURAJA LAMA, KEC. BATURAJA TIMUR, KABUPATEN OGAN KOMERING ULU, SUMATERA SELATAN 32121",RS_RUJUKAN_PROVINSI,SUMATERA SELATAN,OGAN KOMERING ULU
23,99.653639,1.535246,RS UMUM BERKAH,1220002,32,1.535246,99.653639,JL. GUNUNG TUA - LANGGA PAYUNG KM. 1 KEC. PADANG BOLAK,RS,SUMATERA UTARA,PADANG LAWAS UTARA
22,98.608627,3.518451,RSUP H. ADAM MALIK,1275655,689,3.518451,98.608627,"JL. BUNGA LAU NO.17, KEMENANGAN TANI, KEC. MEDAN TUNTUNGAN, KOTA MEDAN, SUMATERA UTARA 20136",RS_RUJUKAN_NASIONAL,SUMATERA UTARA,KOTA MEDAN
353,98.683005,3.576814,RS UMUM MARTHA FRISKA MULTATULI,1275888,219,3.576814,98.683005,"JL. MULTATULI NO.1, A U R, KEC. MEDAN MAIMUN, KOTA MEDAN, SUMATERA UTARA 20212",RS_RUJUKAN_PROVINSI,SUMATERA UTARA,KOTA MEDAN
61,99.057006,2.951662,RS UMUM DAERAH DR. DJASAMEN SARAGIH,1273011,157,2.951662,99.057006,"JL SUTOMO NO. 230, PEMATANGSIANTAR",RS_RUJUKAN_NASIONAL,SUMATERA UTARA,KOTA PEMATANGSIANTAR
124,99.653827,2.567598,RS UMUM FLORA,1223006,0,2.567598,99.653827,JL. JENDERAL SUDIRMAN NO. 29 AEK KANOPAN,RS,SUMATERA UTARA,LABUHANBATU UTARA
135,99.823909,2.101254,RS HARAPAN BUNDA,1207071,49,2.101254,99.823909,JL. GATOT SUBROTO NO. 20 RANTAU PARAPAT KEC. RANTAU UTARA,RS,SUMATERA UTARA,LABUHANBATU
153,98.680889,3.598952,RS JIWA MAHONI,1275934,2,3.598952,98.680889,"JL. MAHONI NO.18, GAHARU, KEC. MEDAN TIM., KOTA MEDAN, SUMATERA UTARA 20232",RS,SUMATERA UTARA,KOTA MEDAN
803,98.668768,3.63458,RS UMUM MARTHA FRISKA,1275633,246,3.63458,98.668768,"JL. KL YOS SUDARSO NO.91, TANJUNG MULIA, MEDAN DELI, MEDAN CITY, NORTH SUMATRA 20239",RS_RUJUKAN_PROVINSI,SUMATERA UTARA,KOTA MEDAN
154,98.656119,3.5806690000000003,RS UMUM ROYAL MATERNITY,1275935,0,3.5806690000000003,98.656119,"JL. SEI MENCIRIM NO.55-57, BABURA, KEC. MEDAN BARU, KOTA MEDAN, SUMATERA UTARA 20153",RS,SUMATERA UTARA,KOTA MEDAN
167,98.634701,3.54064,RSU INDRAPURA,1219004,0,3.54064,98.634701,JL. LINTAS SUMATERA NO.101 SEMPAKATA KEC. MEDAN SELAYANG,RS,SUMATERA UTARA,KOTA MEDAN
122,99.826978,2.092741,RS UMUM HARTATI MEDICAL CENTRE,1207068,37,2.092741,99.826978,JL. SIRINGO-RINGO NO. 150 RANTAUPRAPAT KEL. BINARAGA KEC. RANTAU UTARA KAB. LABUHAN BATU,RS,SUMATERA UTARA,LABUHANBATU
784,98.68159,3.5906580000000003,RS UMUM MURNI TEGUH MEMORIAL HOSPITAL,1275889,313,3.5906580000000003,98.68159,"JL. JAWA NO.2, GG. BUNTU, KEC. MEDAN TIM., KOTA MEDAN, SUMATERA UTARA 20231",RS,SUMATERA UTARA,KOTA MEDAN
775,98.627864,3.595618,RSU HERMINA MEDAN,1275930,42,3.595618,98.627864,"JL. ASRAMA, SEI SIKAMBING C. II, KEC. MEDAN HELVETIA, KOTA MEDAN, SUMATERA UTARA 20123",RS,SUMATERA UTARA,KOTA MEDAN
183,99.740616,2.30153,RS TIGA BERSAUDARA,1223005,50,2.30153,99.740616,"PULO JANTAN, NA IX-X",RS,SUMATERA UTARA,LABUHANBATU UTARA
191,99.652163,2.58628,RS SEGER WARAS,1208068,18,2.58628,99.652163,"LEDONG BAR., AEK LEDONG",RS,SUMATERA UTARA,ASAHAN
763,98.711911,3.538028,RS UMUM MITRA MEDIKA AMPLAS,1275923,186,3.538028,98.711911,"JL. SISINGAMANGARAJA, HARJOSARI I, KEC. MEDAN AMPLAS",RS,SUMATERA UTARA,KOTA MEDAN
550,98.755013,3.598358,RS UMUM MITRA MEDIKA,1212181,202,3.598358,98.755013,"JL. MEDAN - BATANG KUIS DUSUN XI EMPLASMEN, BANDAR KLIPPA, KEC. PERCUT SEI TUAN, KABUPATEN DELI SERDANG, SUMATERA UTARA 20371",RS,SUMATERA UTARA,DELI SERDANG
758,98.434878,3.775709,RS UMUM PUTRI BIDADARI,1213059,243,3.775709,98.434878,"JALAN STABAT TANJUNG PURA RT.02 / RW.07, JENTERA STABAT, WAMPU, JENTERA STABAT, WAMPU",RS,SUMATERA UTARA,LANGKAT
181,98.658173,3.563652,RS KHUSUS GIGI DAN MULUT UNIV. SUMATERA UTARA,1275874,0,3.563652,98.658173,"JL. ALUMNI NO.2, PADANG BULAN, KEC. MEDAN BARU, KOTA MEDAN, SUMATERA UTARA 20155",RS,SUMATERA UTARA,KOTA MEDAN
121,99.860298,2.069616,RS UMUM KARYA BAKTI UJUNG BANDAR,1207067,67,2.069616,99.860298,JALAN KARYA BAKTI UJUNG BANDAR KELURAHAN UJUNG BANDAR KECAMATAN RANTAU SELATAN,RS,SUMATERA UTARA,LABUHANBATU
120,99.156953,3.457268,RS UMUM MELATI DESA PON,1218029,42,3.457268,99.156953,JALAN BESAR NO 218 A DESA PON - SEI RAMPAH,RS,SUMATERA UTARA,SERDANG BEDAGAI
654,97.614186,1.289064,RS UMUM DAERAH GUNUNGSITOLI,1201016,234,1.289064,97.614186,JL DR. CIPTOMANGUNKUSUMO NO. 15 GUNUNGSITOLI,RS_RUJUKAN_PROVINSI,SUMATERA UTARA,NIAS
62,98.491587,3.097996,RS UMUM DAERAH KABANJAHE,1211011,122,3.097996,98.491587,JL KAPTEN SELAMAT KETAREN NO. 08 KABANJAHE,RS_RUJUKAN_NASIONAL,SUMATERA UTARA,KARO
63,99.271649,1.371924,RS UMUM DAERAH PADANG SIDEMPUAN,1277011,181,1.371924,99.271649,"JL DR. F.L. TOBING NO. 10,PADANGSIDIMPUAN",RS_RUJUKAN_NASIONAL,SUMATERA UTARA,KOTA PADANG SIDIMPUAN
64,98.961321,2.026976,RS UMUM DAERAH TARUTUNG,1205013,169,2.026976,98.961321,JL AGUS SALIM NO. 1 TARUTUNG,RS_RUJUKAN_NASIONAL,SUMATERA UTARA,TAPANULI UTARA
72,99.62582,2.985296,RS UMUM METHODIST BINTANG KASIH,1208062,0,2.985296,99.62582,JL COKROAMINOTO NO. 46 KELURAHAN KISARAN BARU KECAMATAN KOTA KISARAN BARAT,RS,SUMATERA UTARA,ASAHAN
75,99.650052,2.960836,RS UMUM IVAN HUSADA,1208061,0,2.960836,99.650052,JL GATOT SUBROTO NO. 243 KEL SENTANG KEC KISARAN TIMUR,RS,SUMATERA UTARA,ASAHAN
78,98.623605,3.5222620000000004,RS UMUM ANANDA PUTRI MEDAN,1275919,0,3.5222620000000004,98.623605,JL JAMIN GINTING KM 11 NO 78,RS,SUMATERA UTARA,KOTA MEDAN
79,99.64245,2.987538,RS UMUM PERMATA HATI,1208064,33,2.987538,99.64245,JL IR H JUANDA NO 21 KISARAN,RS,SUMATERA UTARA,ASAHAN
82,98.643384,3.5732699999999995,RS KHUSUS BEDAH SETIA BUDI,1275921,15,3.5732699999999995,98.643384,JL. MESJID NO. 3 TANJUNG REJO MEDAN,RS,SUMATERA UTARA,KOTA MEDAN
101,99.168511,3.348785,RS CHEVANI,1274063,130,3.348785,99.168511,JALAN PROF. H. M. YAMIN NO. 17 TANJUNG MARULAK HILIR,RS,SUMATERA UTARA,KOTA TEBING TINGGI
103,99.652949,2.581668,RS UMUM RADIVA,1208065,0,2.581668,99.652949,JALINSUM DESA LEDONG TIMUR KECAMATAN AEK LEDONG,RS,SUMATERA UTARA,ASAHAN
109,98.781295,1.741294,RS METTA MEDIKA,1277027,65,1.741294,98.781295,JL SUTOYO SISWOMIHARJO NO 34 SIBOLGA,RS,SUMATERA UTARA,KOTA SIBOLGA
111,98.453094,3.755865,RUMAH SAKIT UMUM SURYA,1213061,0,3.755865,98.453094,JALAN KH ZAINUL ARIFN NO 8 KELURAHAN STABAT BARU KECAMATAN STABAT,RS,SUMATERA UTARA,LANGKAT
650,98.793,3.5453900000000003,RS UMUM DR GERHARD L TOBING,1212023,87,3.5453900000000003,98.793,DESA BUNTU BEDIMBAR TANJUNG MORAWA DELI SERDANG,RS_RUJUKAN_PROVINSI,SUMATERA UTARA,DELI SERDANG
115,98.65572,3.686829,RS UMUM ESHMUN,1275931,101,3.686829,98.65572,JALAN MARELAN RAYA NO. 173A KELURAHAN TANAH ENAM RATUS KECAMATAN MEDAN MARELAN,RS,SUMATERA UTARA,KOTA MEDAN
653,99.622066,2.980857,RS UMUM DAERAH H. ABDUL MANAN SIMATUPANG,1208016,171,2.980857,99.622066,JL. SISINGAMANGARAJA NO. 310 KISARAN,RS_RUJUKAN_PROVINSI,SUMATERA UTARA,ASAHAN
399,98.68074,3.572636,RS IBU DAN ANAK STELLA MARIS,1275998,68,3.572636,98.68074,"JL. SAMANHUDI NO.20, J A T I, KEC. MEDAN MAIMUN, KOTA MEDAN, SUMATERA UTARA 20152",RS_RUJUKAN_PROVINSI,SUMATERA UTARA,KOTA MEDAN
76,98.677171,3.525151,RS IBU DAN ANAK KARYA JAYA,1275920,35,3.525151,98.677171,JL KARYA JAYA NO 182 MEDAN,RS,SUMATERA UTARA,KOTA MEDAN
