Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,Province,Island,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
2020-07-13,IDN,Indonesia,1282,50,1051,181,76981,3656,36689,36636,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,4.83,290.29,0.19,13.79,4.75,47.66,0.76,0.7
2020-07-14,IDN,Indonesia,1591,54,947,590,78572,3710,37636,37226,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,6.0,296.29,0.2,13.99,4.72,47.9,1.24,1.08
2020-07-15,IDN,Indonesia,1522,87,1414,21,80094,3797,39050,37247,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,5.74,302.03,0.33,14.32,4.74,48.76,0.96,1.61
2020-07-16,IDN,Indonesia,1574,76,1295,203,81668,3873,40345,37450,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,5.94,307.97,0.29,14.6,4.74,49.4,1.03,0.87
2020-07-17,IDN,Indonesia,1462,84,1489,-111,83130,3957,41834,37339,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,5.51,313.48,0.32,14.92,4.76,50.32,0.93,1.11
2020-07-18,IDN,Indonesia,1752,59,1434,259,84882,4016,43268,37598,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,6.61,320.09,0.22,15.14,4.73,50.97,1.2,0.7
2020-07-19,IDN,Indonesia,1639,127,2133,-621,86521,4143,45401,36977,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,6.18,326.27,0.48,15.62,4.79,52.47,0.94,2.15
2020-07-20,IDN,Indonesia,1693,96,1576,21,88214,4239,46977,36998,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,6.38,332.65,0.36,15.99,4.81,53.25,1.03,0.76
2020-07-21,IDN,Indonesia,1655,81,1489,85,89869,4320,48466,37083,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,6.24,338.89,0.31,16.29,4.81,53.93,0.98,0.84
2020-07-22,IDN,Indonesia,1882,139,1789,-46,91751,4459,50255,37037,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.1,345.99,0.52,16.81,4.86,54.77,1.14,1.72
2020-07-23,IDN,Indonesia,1906,117,1909,-120,93657,4576,52164,36917,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.19,353.18,0.44,17.26,4.89,55.7,1.01,0.84
2020-07-24,IDN,Indonesia,1761,89,1781,-109,95418,4665,53945,36808,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,6.64,359.82,0.34,17.59,4.89,56.54,0.92,0.76
2020-07-25,IDN,Indonesia,1868,49,1409,410,97286,4714,55354,37218,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.04,366.86,0.18,17.78,4.85,56.9,1.06,0.55
2020-07-26,IDN,Indonesia,1492,67,1301,124,98778,4781,56655,37342,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,5.63,372.49,0.25,18.03,4.84,57.36,0.8,1.37
2020-07-27,IDN,Indonesia,1525,57,1518,-50,100303,4838,58173,37292,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,5.75,378.24,0.21,18.24,4.82,58.0,1.02,0.85
2020-07-28,IDN,Indonesia,1748,63,2366,-681,102051,4901,60539,36611,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,6.59,384.83,0.24,18.48,4.8,59.32,1.15,1.11
2020-07-29,IDN,Indonesia,2381,74,1599,708,104432,4975,62138,37319,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,8.98,393.81,0.28,18.76,4.76,59.5,1.36,1.17
2020-07-30,IDN,Indonesia,1904,83,2154,-333,106336,5058,64292,36986,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.18,400.99,0.31,19.07,4.76,60.46,0.8,1.12
2020-07-31,IDN,Indonesia,2040,73,1615,352,108376,5131,65907,37338,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.69,408.68,0.28,19.35,4.73,60.81,1.07,0.88
2020-08-01,IDN,Indonesia,1560,62,2012,-514,109936,5193,67919,36824,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,5.88,414.56,0.23,19.58,4.72,61.78,0.76,0.85
2020-08-02,IDN,Indonesia,1519,43,1056,420,111455,5236,68975,37244,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,5.73,420.29,0.16,19.74,4.7,61.89,0.97,0.69
2020-08-03,IDN,Indonesia,1679,66,1262,351,113134,5302,70237,37595,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,6.33,426.62,0.25,19.99,4.69,62.08,1.11,1.53
2020-08-04,IDN,Indonesia,1922,86,1813,23,115056,5388,72050,37618,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.25,433.87,0.32,20.32,4.68,62.62,1.14,1.3
2020-08-05,IDN,Indonesia,1815,64,1839,-88,116871,5452,73889,37530,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,6.84,440.71,0.24,20.56,4.66,63.22,0.94,0.74
2020-08-06,IDN,Indonesia,1882,69,1756,57,118753,5521,75645,37587,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.1,447.81,0.26,20.82,4.65,63.7,1.04,1.08
2020-08-07,IDN,Indonesia,2473,72,1912,489,121226,5593,77557,38076,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,9.33,457.14,0.27,21.09,4.61,63.98,1.31,1.04
2020-08-08,IDN,Indonesia,2277,65,1749,463,123503,5658,79306,38539,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,8.59,465.72,0.25,21.34,4.58,64.21,0.92,0.9
2020-08-09,IDN,Indonesia,1893,65,1646,182,125396,5723,80952,38721,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.14,472.86,0.25,21.58,4.56,64.56,0.83,1.0
2020-08-10,IDN,Indonesia,1687,42,1284,361,127083,5765,82236,39082,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,6.36,479.22,0.16,21.74,4.54,64.71,0.89,0.65
2020-08-11,IDN,Indonesia,1693,59,1474,160,128776,5824,83710,39242,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,6.38,485.61,0.22,21.96,4.52,65.0,1.0,1.4
2020-08-12,IDN,Indonesia,1942,79,2088,-225,130718,5903,85798,39017,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.32,492.93,0.3,22.26,4.52,65.64,1.15,1.34
2020-08-13,IDN,Indonesia,2098,65,1760,273,132816,5968,87558,39290,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.91,500.84,0.25,22.5,4.49,65.92,1.08,0.82
2020-08-14,IDN,Indonesia,2307,53,2060,194,135123,6021,89618,39484,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,8.7,509.54,0.2,22.7,4.46,66.32,1.1,0.82
2020-08-15,IDN,Indonesia,2345,50,1703,592,137468,6071,91321,40076,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,8.84,518.38,0.19,22.89,4.42,66.43,1.02,0.94
2020-08-16,IDN,Indonesia,2081,79,1782,220,139549,6150,93103,40296,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.85,526.23,0.3,23.19,4.41,66.72,0.89,1.58
2020-08-17,IDN,Indonesia,1821,57,1355,409,141370,6207,94458,40705,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,6.87,533.1,0.21,23.41,4.39,66.82,0.88,0.72
2020-08-18,IDN,Indonesia,1673,70,1848,-245,143043,6277,96306,40460,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,6.31,539.41,0.26,23.67,4.39,67.33,0.92,1.23
2020-08-19,IDN,Indonesia,1902,69,2351,-518,144945,6346,98657,39942,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.17,546.58,0.26,23.93,4.38,68.07,1.14,0.99
2020-08-20,IDN,Indonesia,2266,72,2017,177,147211,6418,100674,40119,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,8.54,555.12,0.27,24.2,4.36,68.39,1.19,1.04
2020-08-21,IDN,Indonesia,2197,82,2317,-202,149408,6500,102991,39917,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,8.28,563.41,0.31,24.51,4.35,68.93,0.97,1.14
2020-08-22,IDN,Indonesia,2090,94,2207,-211,151498,6594,105198,39706,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.88,571.29,0.35,24.87,4.35,69.44,0.95,1.15
2020-08-23,IDN,Indonesia,2037,86,2302,-351,153535,6680,107500,39355,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.68,578.97,0.32,25.19,4.35,70.02,0.97,0.91
2020-08-24,IDN,Indonesia,1877,79,3560,-1762,155412,6759,111060,37593,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,7.08,586.05,0.3,25.49,4.35,71.46,0.92,0.92
2020-08-25,IDN,Indonesia,2447,99,1807,541,157859,6858,112867,38134,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,9.23,595.28,0.37,25.86,4.34,71.5,1.3,1.25
2020-08-26,IDN,Indonesia,2306,86,2542,-322,160165,6944,115409,37812,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,8.7,603.97,0.32,26.19,4.34,72.06,0.94,0.87
2020-08-27,IDN,Indonesia,2719,120,3166,-567,162884,7064,118575,37245,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,10.25,614.23,0.45,26.64,4.34,72.8,1.18,1.4
2020-08-28,IDN,Indonesia,3003,105,2325,573,165887,7169,120900,37818,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,11.32,625.55,0.4,27.03,4.32,72.88,1.1,0.88
2020-08-29,IDN,Indonesia,3308,92,1902,1314,169195,7261,122802,39132,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,12.47,638.03,0.35,27.38,4.29,72.58,1.1,0.88
2020-08-30,IDN,Indonesia,2858,82,1383,1393,172053,7343,124185,40525,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,10.78,648.8,0.31,27.69,4.27,72.18,0.86,0.89
2020-08-31,IDN,Indonesia,2743,74,1774,895,174796,7417,125959,41420,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,10.34,659.15,0.28,27.97,4.24,72.06,0.96,0.9
2020-09-01,IDN,Indonesia,2775,88,2098,589,177571,7505,128057,42009,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,10.46,669.61,0.33,28.3,4.23,72.12,1.01,1.19
2020-09-02,IDN,Indonesia,3075,111,1914,1050,180646,7616,129971,43059,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,11.6,681.21,0.42,28.72,4.22,71.95,1.11,1.26
2020-09-03,IDN,Indonesia,3622,134,2084,1404,184268,7750,132055,44463,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,13.66,694.86,0.51,29.22,4.21,71.66,1.18,1.21
2020-09-04,IDN,Indonesia,3269,82,2126,1061,187537,7832,134181,45524,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,12.33,707.19,0.31,29.53,4.18,71.55,0.9,0.61
2020-09-05,IDN,Indonesia,3128,108,2220,800,190665,7940,136401,46324,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,11.8,718.99,0.41,29.94,4.16,71.54,0.96,1.32
2020-09-06,IDN,Indonesia,3444,85,2174,1185,194109,8025,138575,47509,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,12.99,731.97,0.32,30.26,4.13,71.39,1.1,0.79
2020-09-07,IDN,Indonesia,2880,105,2077,698,196989,8130,140652,48207,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,10.86,742.83,0.4,30.66,4.13,71.4,0.84,1.24
2020-09-08,IDN,Indonesia,3046,100,2306,640,200035,8230,142958,48847,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,11.49,754.32,0.38,31.03,4.11,71.47,1.06,0.95
2020-09-09,IDN,Indonesia,3307,106,2242,959,203342,8336,145200,49806,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,12.47,766.79,0.4,31.43,4.1,71.41,1.09,1.06
2020-09-10,IDN,Indonesia,3861,120,2310,1431,207203,8456,147510,51237,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,14.56,781.35,0.45,31.89,4.08,71.19,1.17,1.13
2020-09-11,IDN,Indonesia,3737,88,2707,942,210940,8544,150217,52179,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,14.09,795.44,0.33,32.22,4.05,71.21,0.97,0.73
2020-09-12,IDN,Indonesia,3806,106,2241,1459,214746,8650,152458,53638,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,14.35,809.8,0.4,32.62,4.03,70.99,1.02,1.2
2020-09-13,IDN,Indonesia,3636,73,2552,1011,218382,8723,155010,54649,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,13.71,823.51,0.28,32.89,3.99,70.98,0.96,0.69
2020-09-14,IDN,Indonesia,3141,118,3395,-372,221523,8841,158405,54277,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,11.84,835.35,0.44,33.34,3.99,71.51,0.86,1.62
2020-09-15,IDN,Indonesia,3507,124,2660,723,225030,8965,161065,55000,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,13.22,848.58,0.47,33.81,3.98,71.57,1.12,1.05
2020-09-16,IDN,Indonesia,3963,135,3036,792,228993,9100,164101,55792,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,14.94,863.52,0.51,34.32,3.97,71.66,1.13,1.09
2020-09-17,IDN,Indonesia,3635,122,2585,928,232628,9222,166686,56720,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,13.71,877.23,0.46,34.78,3.96,71.65,0.92,0.9
2020-09-18,IDN,Indonesia,3891,114,4088,-311,236519,9336,170774,56409,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,14.67,891.9,0.43,35.21,3.95,72.2,1.07,0.93
2020-09-19,IDN,Indonesia,4168,112,3576,480,240687,9448,174350,56889,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.72,907.62,0.42,35.63,3.93,72.44,1.07,0.98
2020-09-20,IDN,Indonesia,3989,105,2977,907,244676,9553,177327,57796,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.04,922.66,0.4,36.02,3.9,72.47,0.96,0.94
2020-09-21,IDN,Indonesia,4176,124,3470,582,248852,9677,180797,58378,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.75,938.41,0.47,36.49,3.89,72.65,1.05,1.18
2020-09-22,IDN,Indonesia,4071,160,3501,410,252923,9837,184298,58788,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.35,953.76,0.6,37.09,3.89,72.87,0.97,1.29
2020-09-23,IDN,Indonesia,4465,140,3660,665,257388,9977,187958,59453,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.84,970.6,0.53,37.62,3.88,73.03,1.1,0.88
2020-09-24,IDN,Indonesia,4634,128,3895,611,262022,10105,191853,60064,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,17.47,988.07,0.48,38.11,3.86,73.22,1.04,0.91
2020-09-25,IDN,Indonesia,4823,113,4343,367,266845,10218,196196,60431,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,18.19,1006.26,0.43,38.53,3.83,73.52,1.04,0.88
2020-09-26,IDN,Indonesia,4494,90,3207,1197,271339,10308,199403,61628,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.95,1023.2,0.34,38.87,3.8,73.49,0.93,0.8
2020-09-27,IDN,Indonesia,3874,78,3611,185,275213,10386,203014,61813,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,14.61,1037.81,0.29,39.17,3.77,73.77,0.86,0.87
2020-09-28,IDN,Indonesia,3509,87,3856,-434,278722,10473,206870,61379,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,13.23,1051.05,0.33,39.49,3.76,74.22,0.91,1.12
2020-09-29,IDN,Indonesia,4002,128,3567,307,282724,10601,210437,61686,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.09,1066.14,0.48,39.98,3.75,74.43,1.14,1.47
2020-09-30,IDN,Indonesia,4284,139,4510,-365,287008,10740,214947,61321,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.15,1082.29,0.52,40.5,3.74,74.89,1.07,1.09
2020-10-01,IDN,Indonesia,4174,116,3540,518,291182,10856,218487,61839,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.74,1098.03,0.44,40.94,3.73,75.03,0.97,0.83
2020-10-02,IDN,Indonesia,4317,116,2853,1348,295499,10972,221340,63187,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.28,1114.31,0.44,41.37,3.71,74.9,1.03,1.0
2020-10-03,IDN,Indonesia,4007,83,3712,212,299506,11055,225052,63399,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.11,1129.42,0.31,41.69,3.69,75.14,0.93,0.72
2020-10-04,IDN,Indonesia,3992,96,3401,495,303498,11151,228453,63894,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.05,1144.47,0.36,42.05,3.67,75.27,1.0,1.16
2020-10-05,IDN,Indonesia,3622,102,4140,-620,307120,11253,232593,63274,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,13.66,1158.13,0.38,42.43,3.66,75.73,0.91,1.06
2020-10-06,IDN,Indonesia,4056,121,3844,91,311176,11374,236437,63365,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.29,1173.43,0.46,42.89,3.66,75.98,1.12,1.19
2020-10-07,IDN,Indonesia,4538,98,3854,586,315714,11472,240291,63951,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,17.11,1190.54,0.37,43.26,3.63,76.11,1.12,0.81
2020-10-08,IDN,Indonesia,4850,108,3769,973,320564,11580,244060,64924,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,18.29,1208.83,0.41,43.67,3.61,76.13,1.07,1.1
2020-10-09,IDN,Indonesia,4094,97,3607,390,324658,11677,247667,65314,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.44,1224.27,0.37,44.03,3.6,76.29,0.84,0.9
2020-10-10,IDN,Indonesia,4294,88,3814,392,328952,11765,251481,65706,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.19,1240.46,0.33,44.37,3.58,76.45,1.05,0.91
2020-10-11,IDN,Indonesia,4497,79,3546,872,333449,11844,255027,66578,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.96,1257.42,0.3,44.66,3.55,76.48,1.05,0.9
2020-10-12,IDN,Indonesia,3267,91,3492,-316,336716,11935,258519,66262,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,12.32,1269.74,0.34,45.01,3.54,76.78,0.73,1.15
2020-10-13,IDN,Indonesia,3906,92,4777,-963,340622,12027,263296,65299,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,14.73,1284.47,0.35,45.35,3.53,77.3,1.2,1.01
2020-10-14,IDN,Indonesia,4127,129,4555,-557,344749,12156,267851,64742,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.56,1300.03,0.49,45.84,3.53,77.69,1.06,1.4
2020-10-15,IDN,Indonesia,4411,112,5810,-1511,349160,12268,273661,63231,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.63,1316.66,0.42,46.26,3.51,78.38,1.07,0.87
2020-10-16,IDN,Indonesia,4301,79,3883,339,353461,12347,277544,63570,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.22,1332.88,0.3,46.56,3.49,78.52,0.98,0.71
2020-10-17,IDN,Indonesia,4301,84,4048,169,357762,12431,281592,63739,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.22,1349.1,0.32,46.88,3.47,78.71,1.0,1.06
2020-10-18,IDN,Indonesia,4105,80,3732,293,361867,12511,285324,64032,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.48,1364.58,0.3,47.18,3.46,78.85,0.95,0.95
2020-10-19,IDN,Indonesia,3373,106,3919,-652,365240,12617,289243,63380,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,12.72,1377.3,0.4,47.58,3.45,79.19,0.82,1.33
2020-10-20,IDN,Indonesia,3602,117,4410,-925,368842,12734,293653,62455,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,13.58,1390.88,0.44,48.02,3.45,79.61,1.07,1.1
2020-10-21,IDN,Indonesia,4267,123,3856,288,373109,12857,297509,62743,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.09,1406.97,0.46,48.48,3.45,79.74,1.18,1.05
2020-10-22,IDN,Indonesia,4432,102,3497,833,377541,12959,301006,63576,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.71,1423.69,0.38,48.87,3.43,79.73,1.04,0.83
2020-10-23,IDN,Indonesia,4369,118,4094,157,381910,13077,305100,63733,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.48,1440.16,0.44,49.31,3.42,79.89,0.99,1.16
2020-10-24,IDN,Indonesia,4070,128,4119,-177,385980,13205,309219,63556,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.35,1455.51,0.48,49.8,3.42,80.11,0.93,1.08
2020-10-25,IDN,Indonesia,3732,94,4545,-907,389712,13299,313764,62649,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,14.07,1469.58,0.35,50.15,3.41,80.51,0.92,0.73
2020-10-26,IDN,Indonesia,3222,112,3908,-798,392934,13411,317672,61851,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,12.15,1481.73,0.42,50.57,3.41,80.85,0.86,1.19
2020-10-27,IDN,Indonesia,3520,101,4576,-1157,396454,13512,322248,60694,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,13.27,1495.01,0.38,50.95,3.41,81.28,1.09,0.9
2020-10-28,IDN,Indonesia,4029,100,3545,384,400483,13612,325793,61078,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.19,1510.2,0.38,51.33,3.4,81.35,1.14,0.99
2020-10-29,IDN,Indonesia,3565,89,3985,-509,404048,13701,329778,60569,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,13.44,1523.64,0.34,51.67,3.39,81.62,0.88,0.89
2020-10-30,IDN,Indonesia,2897,81,4517,-1701,406945,13782,334295,58868,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,10.92,1534.57,0.31,51.97,3.39,82.15,0.81,0.91
2020-10-31,IDN,Indonesia,3143,87,3506,-450,410088,13869,337801,58418,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,11.85,1546.42,0.33,52.3,3.38,82.37,1.08,1.07
2020-11-01,IDN,Indonesia,2696,74,4141,-1519,412784,13943,341942,56899,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,10.17,1556.59,0.28,52.58,3.38,82.84,0.86,0.85
2020-11-02,IDN,Indonesia,2618,101,3624,-1107,415402,14044,345566,55792,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,9.87,1566.46,0.38,52.96,3.38,83.19,0.97,1.36
2020-11-03,IDN,Indonesia,2973,102,3931,-1060,418375,14146,349497,54732,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,11.21,1577.67,0.38,53.34,3.38,83.54,1.14,1.01
2020-11-04,IDN,Indonesia,3356,113,3785,-542,421731,14259,353282,54190,Country,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,12.66,1590.32,0.43,53.77,3.38,83.77,1.13,1.11
